rank,gid,role,priority_score,why
1,100000000661912100,transit,0.8162020236321814,"Транзит: вход 393 036 KZT, выход 430 700 KZT; отношение 110% к наблюдаемому входу. AML: fan-in, IN/OUT близко, структ. цикл. Triage 0.82: PR 0.001803, кластер 277 уз."
2,100000008324800100,consolidator,0.8156804146028298,"Сборщик: вход 526 500 KZT от 3 контрагентов. AML: fan-in, IN/OUT близко, структ. цикл. Triage 0.82: PR 0.001956, кластер 2 уз."
3,100000007629096100,transit,0.8015182227751824,"Транзит: вход 1 075 170 KZT, выход 765 205 KZT; отношение 71% к наблюдаемому входу. AML: IN/OUT близко, структ. цикл. Triage 0.80: PR 0.002546, кластер 277 уз."
4,100000008165763100,transit,0.7967849485731706,"Транзит: вход 1 165 815 KZT, выход 1 267 858 KZT; отношение 109% к наблюдаемому входу. AML: fan-in, fan-out, IN/OUT близко. Triage 0.80: PR 0.000909, кластер 148 уз."
5,100000002781227100,transit,0.7918326290792442,"Транзит: вход 191 168 KZT, выход 212 420 KZT; отношение 111% к наблюдаемому входу. AML: IN/OUT близко, структ. цикл. Triage 0.79: PR 0.002386, кластер 3 уз."
6,100000004135268100,transit,0.7881142836602281,"Транзит: вход 1 239 000 KZT, выход 1 000 200 KZT; отношение 81% к наблюдаемому входу. AML: IN/OUT близко, структ. цикл, island. Triage 0.79: PR 0.001750, кластер 5 уз."
7,100000005171642100,transit,0.7870701980354509,"Транзит: вход 696 800 KZT, выход 683 600 KZT; отношение 98% к наблюдаемому входу. AML: IN/OUT близко, структ. цикл. Triage 0.79: PR 0.002932, кластер 15 уз."
8,100000003684369100,distributor,0.7814126817399724,"Распределитель: выход 8 588 655 KZT к 62 получателям. AML: fan-in, fan-out, структ. цикл. Triage 0.78: PR 0.002018, кластер 148 уз."
9,100000007055802100,consolidator,0.7800366403769758,"Сборщик: вход 2 024 999 KZT от 6 контрагентов. AML: fan-in, структ. цикл. Triage 0.78: PR 0.001177, кластер 277 уз."
10,100000004299488100,consolidator,0.7778712680397146,"Сборщик: вход 1 749 000 KZT от 6 контрагентов. AML: fan-in, структ. цикл. Triage 0.78: PR 0.001456, кластер 277 уз."
11,100000006443391100,transit,0.7720969568802797,"Транзит: вход 86 776 KZT, выход 60 042 KZT; отношение 69% к наблюдаемому входу. AML: fan-in, IN/OUT близко, структ. цикл. Triage 0.77: PR 0.002527, кластер 104 уз."
12,100000008736940100,consolidator,0.7711227769812655,"Сборщик: вход 451 090 KZT от 3 контрагентов. AML: fan-in, структ. цикл. Triage 0.77: PR 0.002552, кластер 6 уз."
13,100000004221668100,transit,0.7708950824804366,"Транзит: вход 1 128 300 KZT, выход 731 440 KZT; отношение 65% к наблюдаемому входу. AML: fan-in, IN/OUT близко, структ. цикл. Triage 0.77: PR 0.003238, кластер 15 уз."
14,100000006518161100,transit,0.7652890512702084,"Транзит: вход 594 200 KZT, выход 595 899 KZT; отношение 100% к наблюдаемому входу. AML: fan-in, IN/OUT близко, структ. цикл. Triage 0.77: PR 0.000809, кластер 125 уз."
15,100000003115284100,consolidator,0.764755073481555,"Сборщик: вход 2 160 500 KZT от 8 контрагентов. AML: fan-in, структ. цикл. Triage 0.76: PR 0.001524, кластер 59 уз."
16,100000004603109100,consolidator,0.7632277289822744,"Сборщик: вход 2 730 000 KZT от 3 контрагентов. AML: fan-in, структ. цикл. Triage 0.76: PR 0.003387, кластер 17 уз."
17,100000008603629100,distributor,0.7616101924853562,"Распределитель: выход 4 986 156 KZT к 61 получателям. AML: fan-in, fan-out, структ. цикл. Triage 0.76: PR 0.001191, кластер 126 уз."
18,100000004759121100,consolidator,0.7597143096661407,"Сборщик: вход 710 000 KZT от 6 контрагентов. AML: fan-in, структ. цикл. Triage 0.76: PR 0.001425, кластер 277 уз."
19,100000005339662100,transit,0.7560049131958041,"Транзит: вход 202 939 KZT, выход 295 160 KZT; отношение 145% к наблюдаемому входу. AML: fan-in, IN/OUT близко, структ. цикл. Triage 0.76: PR 0.001664, кластер 41 уз."
20,100000004015047100,consolidator,0.7524413120384196,"Сборщик: вход 919 104 KZT от 9 контрагентов. AML: fan-in, структ. цикл. Triage 0.75: PR 0.002269, кластер 106 уз."
