gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,pagerank,pass_through,depth,is_seed,truncated_by_depth
100000000343175100,distributor,0.9875,9,0.6846749897281174,"Распределитель: отправил 4 000 039 KZT в 33 переводах 31 получателям. Hub 1.00. Активен 13 дн. AML-сигналы: fan-in, fan-out. Triage 0.68: оборот 4 178 751 KZT, PageRank 0.000714, кластер 59 уз.",8,31,178712.0,4000039.0,0.00071361351556602,22.382598818210305,0,True,False
100000000456947100,peripheral,0.5,72,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000000580561100,coordinator,0.65,43,0.615765392499901,"Координатор seed: отправил 1 488 077 KZT в 13 переводах 3 получателям. AML-сигналы: структурный цикл. Triage 0.62: оборот 1 516 057 KZT, PageRank 0.000833, кластер 6 уз.",2,3,27980.0,1488077.0,0.0008334615533052015,53.183595425303785,0,True,False
100000001415126100,terminal,0.75,20,0.4591401761607337,"Конечный в выборке: получил 27 000 KZT в 1 переводах; исходящих переводов 0. Triage 0.46: оборот 27 000 KZT, PageRank 0.000409, кластер 26 уз.",1,0,27000.0,0.0,0.0004093886518275233,0.0,0,True,False
100000001429930100,terminal,0.75,13,0.45991855622299155,"Конечный в выборке: получил 26 000 KZT в 1 переводах; исходящих переводов 0. Triage 0.46: оборот 26 000 KZT, PageRank 0.000351, кластер 50 уз.",1,0,26000.0,0.0,0.0003506828065003259,0.0,0,True,False
100000001616816100,coordinator,0.65,6,0.7019003077573222,"Координатор seed: отправил 181 326 KZT в 10 переводах 3 получателям. Активен 12 дн. AML-сигналы: fan-in, структурный цикл. Triage 0.70: оборот 357 521 KZT, PageRank 0.002425, кластер 106 уз.",5,3,176195.0,181326.0,0.002425026516645166,1.0291211441868384,0,True,False
100000001732159100,coordinator,0.6833333333333333,10,0.6752467490748935,"Координатор seed: отправил 1 505 966 KZT в 23 переводах 4 получателям. Активен 18 дн. AML-сигналы: структурный цикл. Triage 0.68: оборот 3 884 066 KZT, PageRank 0.001092, кластер 56 уз.",2,4,2378100.0,1505966.0,0.001091596131963332,0.633264370716118,0,True,False
100000002527114100,distributor,0.95,1,0.672557372251339,"Распределитель: выход 3 289 249 KZT к 111 получателям. AML: fan-out, split, структ. цикл. Triage 0.67: PR 0.000810, кластер 270 уз.",3,111,129000.0,3289249.0,0.0008104641817825696,25.49805426356589,0,True,False
100000002916006100,peripheral,0.5,20,0.4095742693013026,"Периферийный: получил 0 KZT, отправил 32 000 KZT; связей вход/выход 0/1. Triage 0.41: оборот 32 000 KZT, PageRank 0.000286, кластер 26 уз.",0,1,0.0,32000.0,0.0002855784689896465,0.0,0,True,False
100000003016635100,distributor,0.9717775668577963,5,0.7198264592463776,"Распределитель: выход 9 414 081 KZT к 73 получателям. AML: fan-in, fan-out, структ. цикл. Triage 0.72: PR 0.001189, кластер 125 уз.",8,73,586981.0,9414081.0,0.0011893902518802415,16.038135817002594,0,True,False
100000003200071100,peripheral,0.5,68,0.38341741529656315,"Периферийный: получил 0 KZT, отправил 30 000 KZT; связей вход/выход 0/1. AML-сигналы: money island. Triage 0.38: оборот 30 000 KZT, PageRank 0.000286, кластер 2 уз.",0,1,0.0,30000.0,0.0002855784689896465,0.0,0,True,False
100000003265658100,peripheral,0.5,73,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000003349739100,peripheral,0.5,74,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000003684369100,distributor,1.0,2,0.7814126817399724,"Распределитель: выход 8 588 655 KZT к 62 получателям. AML: fan-in, fan-out, структ. цикл. Triage 0.78: PR 0.002018, кластер 148 уз.",24,62,3848436.0,8588655.0,0.002017764465960423,2.2317260830113845,0,True,False
100000003770083100,peripheral,0.5,75,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000003975102100,peripheral,0.5,5,0.44962680131847754,"Периферийный: получил 25 650 KZT, отправил 88 500 KZT; связей вход/выход 1/2. Triage 0.45: оборот 114 150 KZT, PageRank 0.000345, кластер 125 уз.",1,2,25650.0,88500.0,0.00034535011552525935,3.4502923976608186,0,True,False
100000003977183100,coordinator,0.6833333333333333,6,0.5970718262548538,"Координатор seed: отправил 766 000 KZT в 6 переводах 4 получателям. AML-сигналы: структурный цикл. Triage 0.60: оборот 889 800 KZT, PageRank 0.000331, кластер 106 уз.",2,4,123800.0,766000.0,0.0003313986586282823,6.187399030694669,0,True,False
100000004007116100,coordinator,0.6833333333333333,24,0.6058596545888963,"Координатор seed: отправил 148 000 KZT в 6 переводах 4 получателям. Активен 18 дн. AML-сигналы: fan-in, структурный цикл. Triage 0.61: оборот 912 704 KZT, PageRank 0.000627, кластер 17 уз.",3,4,764704.0,148000.0,0.0006271165837584002,0.19353893794200108,0,True,False
100000004019124100,terminal,0.75,5,0.5550132876547191,"Конечный в выборке: получил 193 000 KZT в 3 переводах; исходящих переводов 0. Triage 0.56: оборот 193 000 KZT, PageRank 0.001201, кластер 125 уз.",3,0,193000.0,0.0,0.0012012349010922037,0.0,0,True,False
100000004021459100,peripheral,0.5,76,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000004041163100,peripheral,0.5,20,0.5818284086330364,"Периферийный: получил 50 000 KZT, отправил 866 000 KZT; связей вход/выход 1/2. AML-сигналы: структурный цикл. Triage 0.58: оборот 916 000 KZT, PageRank 0.002078, кластер 26 уз.",1,2,50000.0,866000.0,0.002078350376537074,17.32,0,True,False
100000004174835100,peripheral,0.5,77,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000004193835100,peripheral,0.5,5,0.4574552158277677,"Периферийный: получил 47 000 KZT, отправил 5 000 KZT; связей вход/выход 1/1. Triage 0.46: оборот 52 000 KZT, PageRank 0.000470, кластер 125 уз.",1,1,47000.0,5000.0,0.0004696673616440551,0.10638297872340426,0,True,False
100000004269433100,peripheral,0.5,15,0.4954168854395759,"Периферийный: получил 0 KZT, отправил 1 372 000 KZT; связей вход/выход 0/1. Активен 16 дн. AML-сигналы: split payments. Triage 0.50: оборот 1 372 000 KZT, PageRank 0.000286, кластер 41 уз.",0,1,0.0,1372000.0,0.0002855784689896465,0.0,0,True,False
100000004358004100,coordinator,0.9166666666666667,2,0.6011303166377392,"Координатор seed: отправил 980 850 KZT в 17 переводах 11 получателям. AML-сигналы: fan-out. Triage 0.60: оборот 980 850 KZT, PageRank 0.000286, кластер 148 уз.",0,11,0.0,980850.0,0.0002855784689896465,0.0,0,True,False
100000004388983100,peripheral,0.5,65,0.4570330100903502,"Периферийный: получил 0 KZT, отправил 450 816 KZT; связей вход/выход 0/2. Активен 5 дн. AML-сигналы: split payments, money island. Triage 0.46: оборот 450 816 KZT, PageRank 0.000286, кластер 3 уз.",0,2,0.0,450816.0,0.0002855784689896465,0.0,0,True,False
100000004714705100,peripheral,0.5,20,0.41189265815622544,"Периферийный: получил 0 KZT, отправил 36 550 KZT; связей вход/выход 0/1. Triage 0.41: оборот 36 550 KZT, PageRank 0.000286, кластер 26 уз.",0,1,0.0,36550.0,0.0002855784689896465,0.0,0,True,False
100000004723755100,peripheral,0.5,2,0.4478849974934468,"Периферийный: получил 0 KZT, отправил 95 000 KZT; связей вход/выход 0/1. Triage 0.45: оборот 95 000 KZT, PageRank 0.000286, кластер 148 уз.",0,1,0.0,95000.0,0.0002855784689896465,0.0,0,True,False
100000004813068100,peripheral,0.5,23,0.4543530106839835,"Периферийный: получил 0 KZT, отправил 297 000 KZT; связей вход/выход 0/3. Triage 0.45: оборот 297 000 KZT, PageRank 0.000286, кластер 17 уз.",0,3,0.0,297000.0,0.0002855784689896465,0.0,0,True,False
100000004971871100,peripheral,0.5,59,0.4169327666735456,"Периферийный: получил 25 400 KZT, отправил 5 650 KZT; связей вход/выход 1/1. AML-сигналы: структурный цикл, money island. Triage 0.42: оборот 31 050 KZT, PageRank 0.000741, кластер 4 уз.",1,1,25400.0,5650.0,0.0007409523405015223,0.22244094488188976,0,True,False
100000005017150100,peripheral,0.5,78,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000005087431100,peripheral,0.5,79,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000005235389100,peripheral,0.5,80,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000005264990100,peripheral,0.5,20,0.4405251660232825,"Периферийный: получил 17 070 KZT, отправил 122 000 KZT; связей вход/выход 1/2. Triage 0.44: оборот 139 070 KZT, PageRank 0.000364, кластер 26 уз.",1,2,17070.0,122000.0,0.0003638540179171486,7.147041593438781,0,True,False
100000005370580100,terminal,0.75,13,0.458288899264822,"Конечный в выборке: получил 24 075 KZT в 1 переводах; исходящих переводов 0. Triage 0.46: оборот 24 075 KZT, PageRank 0.000346, кластер 50 уз.",1,0,24075.0,0.0,0.00034586258151155446,0.0,0,True,False
100000005382566100,consolidator,0.783333402703625,20,0.7018314005629535,"Сборщик: вход 393 066 KZT от 7 контрагентов. AML: fan-in, структ. цикл. Triage 0.70: PR 0.002109, кластер 26 уз.",7,1,393066.0,50000.0,0.002109143420567599,0.12720510041570626,0,True,False
100000005386383100,transit,0.8325183245434526,20,0.5438400461671241,"Транзит: получил 37 500 KZT, отправил 29 000 KZT; исходящий оборот — 77% наблюдаемого входящего. Triage 0.54: оборот 66 500 KZT, PageRank 0.000524, кластер 26 уз.",2,1,37500.0,29000.0,0.0005240484852289058,0.7733333333333333,0,True,False
100000005392290100,peripheral,0.5,69,0.4042989456513802,"Периферийный: получил 0 KZT, отправил 81 465 KZT; связей вход/выход 0/1. AML-сигналы: money island. Triage 0.40: оборот 81 465 KZT, PageRank 0.000286, кластер 2 уз.",0,1,0.0,81465.0,0.0002855784689896465,0.0,0,True,False
100000005395727100,terminal,0.75,15,0.4534256733951352,"Конечный в выборке: получил 17 000 KZT в 1 переводах; исходящих переводов 0. Triage 0.45: оборот 17 000 KZT, PageRank 0.000371, кластер 41 уз.",1,0,17000.0,0.0,0.00037111015398636865,0.0,0,True,False
100000005409680100,terminal,0.75,18,0.48917448734715163,"Конечный в выборке: получил 55 060 KZT в 2 переводах; исходящих переводов 0. Triage 0.49: оборот 55 060 KZT, PageRank 0.000633, кластер 30 уз.",2,0,55060.0,0.0,0.0006327380085382247,0.0,0,True,False
100000005417257100,peripheral,0.5,20,0.430460850105615,"Периферийный: получил 0 KZT, отправил 106 000 KZT; связей вход/выход 0/2. Triage 0.43: оборот 106 000 KZT, PageRank 0.000286, кластер 26 уз.",0,2,0.0,106000.0,0.0002855784689896465,0.0,0,True,False
100000005454368100,terminal,0.75,13,0.4734179734948766,"Конечный в выборке: получил 48 600 KZT в 2 переводах; исходящих переводов 0. Triage 0.47: оборот 48 600 KZT, PageRank 0.000394, кластер 50 уз.",2,0,48600.0,0.0,0.0003940122590421039,0.0,0,True,False
100000005480435100,peripheral,0.5,81,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000005485830100,coordinator,0.7166666666666667,45,0.54662856168498,"Координатор seed: отправил 275 885 KZT в 9 переводах 5 получателям. Triage 0.55: оборот 275 885 KZT, PageRank 0.000286, кластер 6 уз.",0,5,0.0,275885.0,0.0002855784689896465,0.0,0,True,False
100000005493505100,terminal,0.75,2,0.5012730179236742,"Конечный в выборке: получил 62 020 KZT в 3 переводах; исходящих переводов 0. Triage 0.50: оборот 62 020 KZT, PageRank 0.000617, кластер 148 уз.",3,0,62020.0,0.0,0.0006169955536387396,0.0,0,True,False
100000005495722100,peripheral,0.5,82,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000005498992100,distributor,0.7504909414950685,7,0.6283157986513382,"Распределитель: отправил 2 262 868 KZT в 19 переводах 16 получателям. Активен 10 дн. AML-сигналы: fan-out. Triage 0.63: оборот 2 262 868 KZT, PageRank 0.000286, кластер 104 уз.",0,16,0.0,2262868.0,0.0002855784689896465,0.0,0,True,False
100000005519347100,transit,0.7941710149679884,5,0.5687423585409555,"Транзит: получил 73 100 KZT, отправил 99 000 KZT; исходящий оборот — 135% наблюдаемого входящего. Triage 0.57: оборот 172 100 KZT, PageRank 0.000556, кластер 125 уз.",2,1,73100.0,99000.0,0.0005561521981845437,1.3543091655266757,0,True,False
100000005523088100,terminal,0.75,20,0.6080749609813018,"Конечный в выборке: получил 700 000 KZT в 2 переводах; исходящих переводов 0. Triage 0.61: оборот 700 000 KZT, PageRank 0.001714, кластер 26 уз.",1,0,700000.0,0.0,0.001713544374405613,0.0,0,True,False
100000005543136100,peripheral,0.5,2,0.4045068543747813,"Периферийный: получил 0 KZT, отправил 10 000 KZT; связей вход/выход 0/1. Triage 0.40: оборот 10 000 KZT, PageRank 0.000286, кластер 148 уз.",0,1,0.0,10000.0,0.0002855784689896465,0.0,0,True,False
100000005550592100,peripheral,0.5,83,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000005560900100,peripheral,0.5,84,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000005568407100,peripheral,0.5,85,0.12475927899589935,"Периферийный: получил 0 KZT, отправил 0 KZT; связей вход/выход 0/0. Triage 0.12: оборот 0 KZT, PageRank 0.000000, кластер 1 уз.",0,0,0.0,0.0,0.0,0.0,0,True,False
100000005668605100,terminal,0.75,20,0.5065737910290055,"Конечный в выборке: получил 94 500 KZT в 3 переводах; исходящих переводов 0. Triage 0.51: оборот 94 500 KZT, PageRank 0.000837, кластер 26 уз.",3,0,94500.0,0.0,0.0008372712521354864,0.0,0,True,False
100000005744674100,peripheral,0.5,20,0.417379962557464,"Периферийный: получил 0 KZT, отправил 50 066 KZT; связей вход/выход 0/1. Triage 0.42: оборот 50 066 KZT, PageRank 0.000286, кластер 26 уз.",0,1,0.0,50066.0,0.0002855784689896465,0.0,0,True,False
100000006232815100,peripheral,0.5,29,0.47018314147694806,"Периферийный: получил 160 000 KZT, отправил 296 500 KZT; связей вход/выход 1/5. AML-сигналы: структурный цикл. Triage 0.47: оборот 456 500 KZT, PageRank 0.000556, кластер 13 уз.",1,5,160000.0,296500.0,0.0005557061838823601,1.853125,0,True,False
